Name;Location;"Number of Islands (approx.)";"Island Details";"Type of Islands";"Surface Area (km&sup2;)";Terrain;"Highest Elevation (m)";"Highest Elevation (name)";"Isolation Index";"Climate Risk Index Rank (1993-2012)";"Mean Sea Level Trends (mm/year)";"Mean Sea Level (meta)";"Population (total)";"Census Year [Population (total)]";"Population Density (p/km²)";"Census Year [Population Density (p/km²)]";"Population Growth (annual %)";"Census Year [Population Growth (annual %)]";"GDP (per capita in current US$)";"Census Year (GDP)";"Dominant Economic Sectors";HDI;"Census Year (HDI)";Administration;Miscellaneous;
"British Virgin Islands";Caribbean;16;"16 inhabited + 20 uninhabited islands";"coral, volcanic";151.00;"coral islands relatively flat; volcanic islands steep, hilly";521.0;" Mount Sage";40;65;1.61;"Time span: 1975-2012; Completeness: ??%; Station ID: 1393";31,912;2012;153.9;2010;2.443;2012;42,300;2010;tourism;0.000;2010;"dependent (overseas territory of the UK; internal self-governing)";"strong ties to nearby US Virgin Islands and Puerto Rico"
Brunei;Pacific;11;"sovereign state located on the north coast of the island of Borneo + approx. 10 smaller islands";continental;5,770.00;"flat coastal plain rises to mountains in east; hilly lowland in west";1,850.0;"Bukit Pagon";;170;0.00;;400,569;2010;76.0;2010;1.552;2010;30,880;2010;"gas, oil";0.854;2010;"independent (constitutional sultanate (locally known as Malay Islamic Monarchy))";"Close to vital sea lanes through South China Sea linking Indian and Pacific Oceans; two parts physically separated by Malaysia; almost an enclave within Malaysia"
"Cape Verde";Atlantic;9;"9 inhabited + 6 uninhabited islands";volcanic;4,300.00;"steep, rugged, rocky, volcanic";2,829.0;"Mount Fogo";55;155;0.00;;495,999;2010;123.1;2010;0.887;2010;3,345;2010;"remittances, tourism";0.581;2010;"independent (republic)";"Cape Verde's expatriate population is greater than its domestic one"
"Cayman Islands";Caribbean;3;"three-island group (Grand Cayman, Cayman Brac, Little Cayman)";"oceanic, coral";264.00;"low-lying limestone base surrounded by coral reefs";43.0;"The Bluff - on Cayman Brac";49;;0.00;;55,509;2010;231.3;2010;2.248;2010;;;"offshore banking, offshore financial services";0.983;2008;"dependent (overseas territory of the UK)";"no natural freshwater resources; drinking water supplies must be met by rainwater catchments"
"Commonwealth of the Northern Marianas";Pacific;14;-;"oceanic, coral, volcanic";464.00;"southern islands are limestone with level terraces and fringing coral reefs; northern islands are volcanic";965.0;"unnamed - on Agrihan";78;31;0.00;;51,170;2012;131.0;2010;-0.960;2013;13,600;2010;tourism;0.000;2010;"dependent (commonwealth; self-governing with locally elected governor, lieutenant governor, and legislature)";"Active volcanoes on Pagan and Agrihan"
Comoros;"Indian Ocean";3;"3 main islands + 7 smaller islands";"oceanic, volcanic";1,860.00;"volcanic islands, interiors vary from steep mountains to low hills";2,360.0;Karthala;49;131;0.00;;734,750;2010;395.0;2010;2.617;2010;740;2010;agriculture;0.426;2010;"independent (republic)";"Comoros has endured more than 20 coups or attempted coups since gaining independence from France in 1975; One of the world's poorest countries"
"Cook Islands";Pacific;15;-;"oceanic, coral, volcanic";236.00;"low coral atolls in north; volcanic, hilly islands in south";652.0;"Te Manga";106;;2.40;"Time span: 1977-2010; Completeness: 93%; Station ID: 1450";10,447;2010;86.0;2010;-3.136;2013;12,212;2010;"agriculture, tourism";0.000;2010;"dependent (autonomous parliamentary democracy, but part of the Kingdom of the Netherlands)";"The northern Cook Islands are seven low-lying, sparsely populated, coral atolls; the southern Cook Islands, where most of the population lives, consist of eight elevated, fertile, volcanic isles, including the largest, Rarotonga, at 67 sq km"
Cuba;Caribbean;2;"Cuba + Isla de la Juventud +approx. 1000 smaller islands";"continental, coral";109,890.00;"mostly flat to rolling plains, with rugged hills and mountains in the southeast";2,005.0;"Pico Turquino";33;46;0.00;;11,257,979;2010;105.8;2010;-0.041;2010;10,200;2010;"sugar, tourism, services, tobbaco";0.775;2010;"independent  (socialist state)";"Largest country in Caribbean and westernmost island of the Greater Antilles"
"Curaçao ";Caribbean;1;"1 main island + 1 uninhabitated island";continental;444.00;"generally low, hilly terrain";372.0;"Mt. Christoffel";22;70;0.00;;146,836;2013;336.0;2010;0.000;2010;15,000;2004;"offshore financial services, tourism, petroleum refining";0.000;2010;"dependent (autonomous parliamentary democracy, but part of the Kingdom of the Netherlands)";"In referenda in 2005 and 2009, the citizens of Curacao voted to become a self-governing country within the Kingdom of the Netherlands. The change in status became effective in October 2010 with the dissolution of the Netherlands Antilles."
Dominica;Caribbean;1;-;volcanic;750.00;"rugged mountains of volcanic origin";1,447.0;" Morne Diablotins";41;40;0.00;;67,757;2010;90.3;2010;-0.243;2010;6,964;2010;"offshore banking, tourism, offshore medical education";0.743;2010;"independent (member of the Commonwealth of Nations - parliamentary democracy)";"Some 3000 Carib Indians still living on Dominica are the only pre-Columbian population remaining in the eastern Caribbean."
"Dominican Republic";Caribbean;1;"eastern part of Hispaniola + 9 uninhabited islands";continental;48,670.00;"rugged highlands and mountains with fertile valleys interspersed";3,175.0;"Pico Duarte";43;8;0.00;;9,927,320;2010;205.4;2010;1.323;2010;5,195;2010;"remittances, telecommunications, tourism";0.697;2010;"independent (republic)";"Shares island of Hispaniola with Haiti"
"Federated State of Micronesia";Pacific;607;"four major island groups";"oceanic, coral, volcanic";700.00;"islands vary geologically from high mountainous islands to low, coral atolls; volcanic outcroppings on Pohnpei, Kosrae, and Chuuk";791.0;"Dolohmwar - on Pohnpei";108;;3.87;"Time span: 1974-2011; Completeness: 96%; Station ID: 1370 & 1925";111,064;2010;158.7;2010;0.350;2010;2,648;2010;"leasing of fishing rights, tourism, US-aid";0.639;2010;"independent (constitutional government in free association with the US)";"Present concerns include large-scale unemployment, overfishing, and overdependence on US aid."
Fehmarn;"Baltic Sea";1;"Third largest island of Germany located between the Bay of Kiel in the West and the Bay of Mecklenburg";continental;185.00;"Mostly flat, partly undulating interior; low dunes, beach lakes and sand spits at the north coast; Cliffed coast in the East";27.2;"Hinrichsberg ";3;32;0.00;;12;2012;67.0;2012;0.000;;;;tourism;0.000;;"dependent (territory of Germany)";
Fiji;Pacific;332;-;"oceanic, coral, volcanic";18,270.00;"mostly mountains of volcanic origin";1,324.0;"Tomanivi - on Viti Levu";88;27;6.30;"Time span: 1972-2011; Completeness: 91%; Station ID: 1327";860,623;2010;47.1;2010;0.969;2010;3,687;2010;tourism;0.699;2010;"independent (republic)";"Coup culture: Three coups since independence in 1970 - Fiji, endowed with forest, mineral, and fish resources, is one of the most developed of the Pacific island economies though still with a large subsistence sector."
Föhr;"North Sea";1;"Belongs to the German island group Nordfriesische Inseln";continental;79.00;"low-lying, flat plains; sheltered by the islands Sylt and Amrum ";13.0;unnamed;5;32;0.00;;8,593;2011;104.0;2011;0.000;;;;"agriculture, tourism";0.000;;"dependent (territory of Germany)";"Second largest German north sea island; located in the German Wadden Sea"
"French Polynesia";Pacific;118;"five major island groups: Archipel Des Tuamotu, Iles Gambier, Iles Marquises, Iles Tubuai, Society Islands";"oceanic, coral, volcanic";4,000.00;"mixture of rugged high islands and low islands with reefs";2,241.0;"Mont Orohena - on Tahitit";102;24;2.54;"Time span: 1975-2009; Completeness: 95%; Station ID: 1397";270,764;2010;74.0;2010;1.144;2010;22,000;2006;"tourism, french military";0.895;2010;"dependent (overseas lands of France)";"The French annexed various Polynesian island groups during the 19th century. In September 1995, France stirred up widespread protests by resuming nuclear testing on the Mururoa atoll after a three-year moratorium. The tests were halted in January 1996. In recent years, French Polynesia's autonomy has been considerably expanded."
Grenada;Caribbean;1;"main island + 21 smaller islands";"oceanic, volcanic";340.00;"volcanic in origin with central mountains";840.0;" Mount Saint Catherine";34;15;0.00;;104,487;2010;307.3;2010;0.374;2010;7,500;2010;tourism;0.768;2010;"independent (parliamentary democracy and a Commonwealth realm)";"The administration of the islands of the Grenadines group is divided between Saint Vincent and the Grenadines and Grenada"
Gröde;"North Sea";1;"Hallig (flat marsh island with man-made dwelling mounds); belongs to the German island group Nordfriesische Inseln";continental;2.50;"low-lying, flat plain which is flooded by the sea during storm surges; houses on man-made dwelling mounds";4.3;Kirchwarft;;32;0.00;;11;2012;4.0;2012;0.000;;;;"agriculture, tourism";0.000;;"dependent (autonomous parliamentary democracy, but part of the Kingdom of the Netherlands)";"Smalles independent municipality of Germany"
Guadeloupe;Caribbean;9;"2 main islands (Basse-Terre and Grande-Terre) + approx. 7 smaller islands";"oceanic, coral, volcanic";1,702.00;"Basse-Terre is volcanic in origin with interior mountains; Grande-Terre is low limestone formation; most of the seven other islands are volcanic in origin";1,467.0;"La Soufrière";33;;0.00;;404,635;2011;248.5;2011;0.850;2011;;;tourism;0.839;2008;"dependent (overseas lands of France)";
Guam;Pacific;1;-;"oceanic, coral, volcanic";540.00;"volcanic origin, surrounded by coral reefs; relatively flat coralline limestone plateau (source of most fresh water), with steep coastal cliffs and narrow coastal plains in north, low hills in center, mountains in south";406.0;" Mount Lamlam";86;31;0.00;;179,896;2010;333.1;2010;1.224;2010;28,700;2010;"tourism, US national defense spending";0.000;2010;"dependent (unincorporated territory of the US)";"The military installation on the island is one of the most strategically important US bases in the Pacific - largest and southernmost island in the Mariana Islands archipelago"
Guinea-Bissau;Atlantic;95;"mainland area+ approx. 95 smaller islands";continental;36,130.00;"mostly low coastal plain rising to savanna in east (mainland area)";300.0;" unnamed - eastern part of mainland area";;153;0.00;;1,515,224;2010;53.9;2010;2.074;2010;551;2010;"drug trafficking, fishing";0.361;2010;"independent (republic)";"One of the poorest countries in the world"
Guyana;Caribbean;20;"mainland area + approx. 20 delta islands";"continental, delta islands";214,970.00;"mostly rolling highlands; low coastal plain; savanna in south";2,835.0;"Mount Roraima";;102;0.00;;754,493;2010;3.8;2010;0.196;2010;2,994;2010;"bauxite, gold, rice, sugar";0.628;2010;"independent (republic)";"The third-smallest country in South America after Suriname and Uruguay; substantial portions of its western and eastern territories are claimed by Venezuela and Suriname respectively"
Habel;"North Sea";1;"Hallig (flat marsh island with man-made dwelling mound); belongs to the German island group Nordfriesische Inseln";continental;0.07;"low-lying, flat plain which is flooded by the sea during storm surges; one building on man-made dwelling mound";3.0;Norderwarft;;32;0.00;;;2012;0.0;2012;0.000;;;;;0.000;;"dependent (territory of Germany)";"Smallest Hallig of the German Wadden Sea"
Haiti;Caribbean;1;"western one-third of Hispaniola + approx. 25 smaller islands";continental;27,750.00;"mostly rough and mountainous";2,680.0;"Chaine de la Selle";43;3;0.00;;9,993,247;2010;362.6;2010;1.299;2010;664;2010;"agriculture, timber, tourism";0.450;2010;"independent (republic)";"A massive magnitude 7.0 earthquake struck Haiti in January 2010 with an epicenter about 25 km (15 mi) west of the capital, Port-au-Prince. Estimates are that over 300,000 people were killed and some 1.5 million left homeless. The earthquake was assessed as the worst in this region over the last 200 years -Poverty, corruption, vulnerability to natural disasters, and low levels of education for much of the population are among Haiti's most serious impediments to economic growth"
Helgoland;"North Sea";2;"main island + smaller island (Helgoland-Düne)";continental;1.70;"commonly divided into the Unterland at sea level, the Oberland consisitng of a plateau (which drops to the sea 50 metres high in the north, west and southwest) and the Mittelland between them; small sandy beaches in the north and the south";61.0;"Lange Anna";;32;0.00;;1,370;2012;806.0;2012;0.000;;;;"agriculture, tourism";0.000;;"dependent (territory of Germany)";"Germany's only deep-sea island"
Hooge;"North Sea";1;"Hallig (flat marsh island with man-made dwelling mound); belongs to the German island group Nordfriesische Inseln";continental;5.90;"low-lying, flat plain surrounded by a low stone rampart; houses on ten man-made dwelling mounds";5.0;Hansawarft;;32;0.00;;107;2013;19.0;2012;0.000;;;;tourism;0.000;;"dependent (territory of Germany)";"Second largest Hallig of the German Wadden Sea"
Iceland;Atlantic;44;"main island + approx. 43 smaller islands";"oceanic, volcanic";103,000.00;"mostly plateau interspersed with mountain peaks, icefields; coast deeply indented by bays and fiords";2,110.0;Hvannadalshnukur;65;119;2.33;"Time span: 1956-2011; Completeness: 97%; Station ID: 010-001";318,041;2010;3.2;2010;0.000;2010;39,507;2010;"alumina, fishing, tourism";0.901;2010;"independent (constitutional democracy)";"strategic location between Greenland and Europe; westernmost European country; Reykjavik is the northernmost national capital in the world; more land covered by glaciers than in all of continental Europe"
Jamaica;Caribbean;1;"main island + approx. 15 smaller islands";continental;10,990.00;"mostly mountains, with narrow, discontinuous coastal plain";2,256.0;" Blue Mountain Peak";50;52;0.00;;2,702,300;2010;249.5;2010;0.248;2010;4,964;2010;"bauxite, remittances, tourism";0.727;2010;"independent (constitutional parliamentary democracy and a Commonwealth realm)";"Strategic location between Cayman Trench and Jamaica Channel, the main sea lanes for the Panama Canal"
Kiribati;Pacific;33;"33 attols";"oceanic, coral";810.00;"mostly low-lying coral atolls surrounded by extensive reefs";81.0;" unnamed - on Banaba";87;116;0.58;"Time span: 1949-2007; Completeness: 84%; Station ID:  575 & 1329";99,546;2010;122.9;2010;1.538;2010;1,423;2010;"copra, international aid, tourism";0.628;2010;"independent (republic)";"21 of the 33 islands are inhabited; Banaba (Ocean Island) in Kiribati is one of the three great phosphate rock islands in the Pacific Ocean;  low level of some of the islands make them sensitive to changes in sea level"
"La Désirade";Caribbean;1;"La Désirade is located in the East of the Guadeloupe island group in the Lesser Antilles.";"oceanic, coral, volcanic";22.30;"Raised coral limestone island with a central plateau in the interior and a rugged coastline dominated by tuff and basalt formations.";273.0;Grande-Montagne;-99;24;-99.00;-;1,579;2010;70.8;2010;-1.583;2010;19,810;2012;tourism;0.882;2010;"dependent (overseas lands of France)";"According to current knowledge planet Earth is about 4.6 billion years old. But the visible surface of the Earth is comparatively young and continuously in motion, so that current topography is only ever a snapshot. Unsurprisingly, some islands are relatively old in Earth terms, whilst the birth of others, mostly in volcanic island regions such as Iceland or Tonga, can be witnessed live and in colour.  La Désirade is a silent witness of the formation of an entire tectonic plate. The Caribbean Plate initially formed about 150 million years ago through hotspot volcanism on the Pacific sea floor and subsequently moved east over thousands of kilometres – into the Atlantic Ocean which was only just emerging then. The plate reached its current position about 100 million years ago where it represents the foundation of an entire island region. Bizarre tuff and basalt formations along the rugged coast of the island are indicative of this history. Special forms of pillow lava point to the island’s underwater origins at a depth of 3,000 to 4,000 m; marine microfossils are evidence of its long plate-tectonic journey.  Humans first settled on La Désirade around 5,000 years ago. In the middle of the last millennium, the island, which is only 22 km² in size, was the desired anchoring point for European conquerors after their long and uncertain journey across the Atlantic. The indigenous population fought valiantly to prevent a European takeover, but the military forces of the colonisers were vastly superior. The last indigenous residents were eventually deported to a neighbouring island, and a plantation-based economy was introduced, typical at the time for the entire region. Although the first European visitor sailed under the Spanish flag, today’s 1,500 residents mostly speak French and earn their living from agriculture, fishing and a little tourism. Above all, though, the island has remained a Mecca for geologists from all over the world."
Langeneß;"North Sea";1;"Hallig (flat marsh island with man-made dwelling mound); belongs to the German island group Nordfriesische Inseln";continental;11.57;"low-lying, flat plain which is flooded by the sea during storm surges; houses on 18 man-made dwelling mounds";3.0;-;;32;0.00;;135;2013;12.0;2012;0.000;;;;"agriculture, tourism";0.000;;"dependent (territory of Germany)";"Largest Hallig of the German Wadden Sea"
Maldives;"Indian Ocean";1,190;"grouped into 26 atolls incl. 200 inhabited islands, plus 80 islands with tourist resorts";coral;300.00;"flat, with white sandy beaches";2.4;"unnamed on Viligili";57;177;0.00;;315,885;2010;1,053.0;2010;1.321;2010;6,570;2010;tourism;0.683;2010;"independent (republic)";"Low elevation of islands makes them sensitive to sea level rise"
"Marshall Islands";Pacific;1,225;"2 archipelagic island chains of 29 atolls + 5 single islands";"oceanic, coral";180.00;"low coral limestone and sand islands";10.0;"unnamed on Likiep";88;;3.60;"Time span: 1968-2011; Completeness: 94%; Station ID: 1217 & 1838";54,038;2010;300.2;2010;1.195;2010;3,015;2010;"lease payments for the use of Kwajalein Atoll as a US-military base, US-aid";0.000;2010;"independent (constitutional government in free association with the US)";"The islands of Bikini and Enewetak are former US nuclear test sites; Kwajalein atoll, famous as a World War II battleground, surrounds the world's largest lagoon and is used as a US missile test range; the island city of Ebeye is the second largest settlement in the Marshall Islands, after the capital of Majuro, and one of the most densely populated locations in the Pacific"
Martinique;Caribbean;1;;"oceanic, volcanic";1,128.00;"Martinique is very mountainous due to its volcanic geological formations; indented coastline";1,397.0;"Mont Pelée";42;;0.00;;392,291;2011;347.8;2011;-0.400;2011;;;"bananas, rum, tourism";0.904;2008;"dependent (overseas lands of France)";"In the north, the mountain range is dominated by the Pitons du Carbet (1,207 m) and Mont Pelée (1,397 m), an active volcano that is one of the most highly monitored volcanoes in the world. On the rest of the island, small mountains known as “mornes” rise up to 505 m (Mount Vauclin), with the Lamentin plain at the centre."
Mauritius;"Indian Ocean";43;-;volcanic;2,040.00;"small coastal plain rising to discontinuous mountains encircling central plateau";828.0;"Mont Piton";87;75;3.51;"Time span: 1942-2011 Completeness: ??%; Station ID: 930";3,721,978;2010;631.0;2010;0.461;2010;7,577;2010;"finacial services, sugar, textiles, tourism";0.732;2010;"independent (republic)";"The main island, from which the country derives its name, is of volcanic origin and is almost entirely surrounded by coral reefs"
Montserrat;Caribbean;1;-;"oceanic, volcanic";102.00;"mostly mountainous, with small coastal lowland";930.0;" English's Crater";39;65;0.00;;5,189;2013;58.2;2010;0.480;2013;8,500;2006;tourism;0.000;2010;"dependent (overseas territory of the UK)";" Much of this island was devastated and two-thirds of the population fled abroad because of the eruption of the Soufriere Hills Volcano that began on 18 July 1995. Montserrat has endured volcanic activity since, with the last eruption occurring in July 2003."
Nauru;Pacific;1;-;"oceanic, coral";21.00;"sandy beach rises to fertile ring around raised coral reefs with phosphate plateau in center";61.0;unnamed;97;;0.00;;9,434;2013;488.3;2010;0.580;2013;5,000;2005;"international aid, phosphates";0.000;2010;"independent (republic)";"Nauru is one of the three great phosphate rock islands in the Pacific Ocean - the others are Banaba (Ocean Island) in Kiribati and Makatea in French Polynesia; only 53 km south of Equator"
"New Caledonia";Pacific;29;"main island + 28 larger islands + several hundred smaller islands";"continental, coral, volcanic";18,580.00;"coastal plains with interior mountains";1,628.0;"Mont Panie";88;24;-1.85;"Time span: 1970-2011; Completeness: 60%; Station ID: 852 & 2134";247,000;2010;13.5;2010;0.577;2010;37,700;2008;"nickel, tourism";0.000;2010;"dependent (territorial collectivity of France since 1998)";"Consists of the main island of New Caledonia (one of the largest in the Pacific Ocean), the archipelago of Iles Loyaute, and numerous small, sparsely populated islands and atolls"
Niue;Pacific;1;-;"oceanic, coral";260.00;"steep limestone cliffs along coast, central plateau";68.0;unnamed;97;;0.00;;1,229;2013;4.8;2010;-0.030;2010;5,800;2003;"food industry, sale of postage stamps, tourism";0.000;2010;"Independent (self-governing in free association with New Zealand since 1974; Niue fully responsible for internal affairs; New Zealand retains responsibility for external affairs and defense)";"one of world's largest coral islands"
Norderoog;"North Sea";1;"Hallig (flat marsh island with man-made dwelling mound); belongs to the German island group Nordfriesische Inseln";continental;0.08;"low-lying, flat plain which is flooded by the sea during storm surge";1.0;-;;32;0.00;;1;2013;0.0;2012;0.000;;;;"no economic activity";0.000;;"dependent (territory of Germany)";"Today Norderoog is the only Hallig of the German Wadden Sea without a Warft and just temporary inhabitaded by an bird warden"
Nordstrandischmoor;"North Sea";1;"Hallig (flat marsh island with man-made dwelling mound); belongs to the German island group Nordfriesische Inseln";continental;1.90;"low-lying, flat plain which is flooded by the sea during storm surges; houses on man-made dwelling mounds";3.0;Neuwarft;;32;0.00;;27;2012;0.0;2012;0.000;;;;tourism;0.000;;"dependent (territory of Germany)";"Nordstrandischmoor ist connected to the mainland by a little railway dam"
Oland;"North Sea";1;"Hallig (flat marsh island with man-made dwelling mound); belongs to the German island group Nordfriesische Inseln";continental;2.01;"low-lying, flat plain which is flooded by the sea during storm surges; houses on one man-made dwelling mound";3.0;Olandwarft;;32;0.00;;30;2013;0.0;2012;0.000;;;;tourism;0.000;;"dependent (territory of Germany)";"Oland was already mentioned as an island in 1231and is therefore probably the oldest Hallig of the German Wadden Sea"
Palau;Pacific;356;"six island groups";"oceanic, coral";460.00;"varying geologically from the high, mountainous main island of Babelthuap to low, coral islands usually fringed by large barrier reefs";242.0;" Mount Ngerchelchuus - on Babelthuap";81;;1.73;"Time span: 1969-2009; Completeness: 94%; Station ID: 1252";20,472;2010;44.5;2010;0.617;2010;7,627;2010;"fishing, tourism";0.779;2010;"independent (constitutional government in free association with the US)";"westernmost archipelago in the Caroline chain"
"Papua New Guinea";Pacific;1,000;"eastern part of New Guinea  + several groups of islands + single islands";"continental, coral, volcanic";462,840.00;"mostly mountains with coastal lowlands and rolling foothills";4,509.0;"Mount Wilhelm";37;51;-2.59;"Time span: 1966-1997; Completeness: 83%; Station ID: 1164";6,858,266;2010;15.1;2010;2.285;2010;1,382;2010;"copper, gas, gold, oil";0.458;2010;"independent (constitutional parliamentary democracy and a Commonwealth realm)";"Shares island of New Guinea with Indonesia; one of world's largest swamps along southwest coast; Environment - current issues: rain forest subject to deforestation as a result of growing commercial demand for tropical timber; pollution from mining projects; severe drought"
Pellworm;"North Sea";1;"belongs to the German island group Nordfriesische Inseln";continental;34.30;"low-lying, flat plains; no beaches; completely diked";8.0;"dike around the island, unnamed";;32;0.00;;1,177;2012;31.0;2012;0.000;;;;"agriculture, tourism, power generation by wind power stations";0.000;;"dependent (territory of Germany)";"located in the German Wadden Sea"
"Puerto Rico";Caribbean;9;"main island + 8 smaller islands";continental;8,870.00;"mostly mountains with coastal plain belt in north; mountains precipitous to sea on west coast; sandy beaches along most coastal areas";1,338.0;"Cerro de Punta";46;31;1.65;"Time span: 1962-2006; Completeness: 90%; Station ID: 1001";3,721,978;2010;419.6;2010;-0.494;2010;25,863;2010;"fish processing, mechanical engineering, pharmacy, rum, textiles, tourism";0.000;2010;"dependent (unincorporated, organized territory of the US with commonwealth status; policy relations between Puerto Rico and the US conducted under the jurisdiction of the Office of the President)";"Important location along the Mona Passage - a key shipping lane to the Panama Canal; San Juan is one of the biggest and best natural harbors in the Caribbean; many small rivers and high central mountains ensure land is well watered; south coast relatively dry; fertile coastal plain belt in north"
Réunion;"Indian Ocean";1;-;"oceanic, volcanic";2,500.00;"mostly rugged and mountainous; fertile lowlands along coast";3,070.0;"Piton des Neiges";73;;0.00;-;821,136;2010;336.3;2010;0.584;2010;17,700;2010;"agriculture, sugar, services";0.000;;"dependent (overseas lands of France)";
Rügen;"Baltic Sea";1;"Germany's largest island by area.";continental;973.00;"Flat plains in the southern heartland and smooth hills in the northern and eastern heartland of the island; the partly steep coast is highly fragmented by several Boddens and Bays";161.0;Piekberg;3;32;0.00;;70,000;2006;83.0;2006;0.000;;;;tourism;0.000;;"dependent (territory of Germany)";"Rügen is connected to the mainland of  Mecklenburg-Vorpommern by the 2.8 km long Strelasund Crossing."
